question_id,n_total,n_correct,n_incorrect,mean_len_correct,mean_len_incorrect,median_len_correct,median_len_incorrect,delta_mean_correct_minus_incorrect,cohen_d,common_language_effect,permutation_p_two_sided,direction
100,24,0,24,,,,,,,,,insufficient_data
1000,27,4,23,9.25,7.782608695652174,9.0,8,1.4673913043478262,0.478953769903574,0.6141304347826086,0.447776111944028,correct_longer
1002,27,18,9,10.277777777777779,6.0,10.0,8,4.277777777777779,1.772519274719754,0.9074074074074074,0.0004997501249375312,correct_longer
1020,24,10,14,11.4,9.714285714285714,11.0,10.5,1.6857142857142868,0.38251691252562764,0.5714285714285714,0.37381309345327335,correct_longer
1025,24,9,15,28.444444444444443,19.466666666666665,33,20,8.977777777777778,0.5915123178456835,0.6814814814814815,0.19390304847576212,correct_longer
1028,25,5,20,9.0,8.8,10,9.0,0.1999999999999993,0.05912225240536137,0.535,0.9395302348825587,correct_longer
1033,27,1,26,,,,,,,,,insufficient_data
1060,25,2,23,5.0,9.26086956521739,5.0,9,-4.260869565217391,-1.538402774022703,0.11956521739130435,0.06096951524237881,incorrect_longer
1095,29,26,3,9.192307692307692,1.3333333333333333,9.0,1,7.858974358974359,4.287773473385104,1.0,0.0009995002498750624,correct_longer
1121,24,5,19,16.8,11.052631578947368,17,11,5.747368421052633,0.8336178157834074,0.7736842105263158,0.10994502748625687,correct_longer
1122,28,0,28,,,,,,,,,insufficient_data
1132,30,1,29,,,,,,,,,insufficient_data
1139,27,4,23,13.75,10.08695652173913,13.5,10,3.663043478260869,1.4106331758546249,0.8804347826086957,0.017991004497751123,correct_longer
114,25,25,0,,,,,,,,,insufficient_data
1142,28,5,23,17.0,13.391304347826088,17,13,3.608695652173912,0.5808753485882693,0.717391304347826,0.25537231384307846,correct_longer
1147,29,20,9,13.2,8.0,13.5,9,5.199999999999999,1.6529777159239978,0.8888888888888888,0.0009995002498750624,correct_longer
1155,26,8,18,15.875,16.666666666666668,17.5,19.0,-0.7916666666666679,-0.14365523366391877,0.3958333333333333,0.7646176911544228,incorrect_longer
1164,26,14,12,12.285714285714286,9.416666666666666,10.5,9.5,2.8690476190476204,0.49638362300933425,0.625,0.2288855572213893,correct_longer
120,27,20,7,12.25,13.714285714285714,12.0,14,-1.4642857142857135,-0.3200890782758135,0.3964285714285714,0.4927536231884058,incorrect_longer
1201,26,2,24,3.5,17.083333333333332,3.5,18.5,-13.583333333333332,-1.416053511407606,0.125,0.06646676661669165,incorrect_longer
1218,23,7,16,8.0,8.9375,7,7.0,-0.9375,-0.10958543103502566,0.5491071428571429,0.8430784607696152,incorrect_longer
1256,26,0,26,,,,,,,,,insufficient_data
1297,27,0,27,,,,,,,,,insufficient_data
1312,26,2,24,10.5,18.916666666666668,10.5,17.5,-8.416666666666668,-0.5927858875753029,0.34375,0.4362818590704648,incorrect_longer
150,25,2,23,12.0,18.08695652173913,12.0,16,-6.086956521739129,-0.43781222356000793,0.41304347826086957,0.5637181409295352,incorrect_longer
165,27,22,5,16.727272727272727,12.8,17.0,14,3.927272727272726,0.6844125703770338,0.6727272727272727,0.19740129935032483,correct_longer
167,29,26,3,7.076923076923077,2.6666666666666665,7.0,2,4.410256410256411,3.5146797757339745,1.0,0.0009995002498750624,correct_longer
169,29,26,3,12.538461538461538,2.6666666666666665,13.0,1,9.871794871794872,2.4996018642097524,0.967948717948718,0.0024987506246876563,correct_longer
172,29,27,2,14.11111111111111,1.0,15,1.0,13.11111111111111,3.4380276258135836,0.9814814814814815,0.004997501249375313,correct_longer
183,30,26,4,9.5,1.25,9.5,1.0,8.25,9.053603809284116,1.0,0.0004997501249375312,correct_longer
185,26,24,2,6.5,1.0,6.0,1.0,5.5,7.7781745930520225,1.0,0.0029985007496251873,correct_longer
189,24,1,23,,,,,,,,,insufficient_data
195,30,27,3,8.74074074074074,1.6666666666666667,9,1,7.0740740740740735,3.0376558736738763,0.9629629629629629,0.0014992503748125937,correct_longer
214,26,1,25,,,,,,,,,insufficient_data
222,27,1,26,,,,,,,,,insufficient_data
224,7,5,2,9.0,7.5,9,7.5,1.5,0.7071067811865476,0.75,0.3793103448275862,correct_longer
226,29,21,8,5.857142857142857,3.0,6,3.0,2.8571428571428568,1.614366007501894,0.8571428571428571,0.0004997501249375312,correct_longer
250,27,26,1,,,,,,,,,insufficient_data
252,30,20,10,8.8,6.0,8.5,6.5,2.8000000000000007,0.9030244706821724,0.7075,0.026986506746626688,correct_longer
266,29,0,29,,,,,,,,,insufficient_data
270,27,24,3,16.25,1.0,16.5,1,15.25,4.458378264810732,1.0,0.0004997501249375312,correct_longer
279,30,7,23,13.142857142857142,10.782608695652174,13,13,2.3602484472049685,0.41203422278094154,0.5372670807453416,0.35932033983008493,correct_longer
291,28,21,7,8.476190476190476,5.714285714285714,8,4,2.761904761904762,0.804196329370341,0.6462585034013606,0.08345827086456771,correct_longer
343,28,0,28,,,,,,,,,insufficient_data
348,27,25,2,10.76,13.0,11,13.0,-2.24,-0.8156300874427025,0.36,0.23638180909545228,incorrect_longer
369,25,6,19,6.833333333333333,7.421052631578948,7.0,8,-0.5877192982456148,-0.23054953126468294,0.44298245614035087,0.6571714142928535,incorrect_longer
375,24,20,4,13.35,13.0,11.0,14.0,0.34999999999999964,0.0632080382281955,0.48125,0.9415292353823088,correct_longer
391,26,11,15,26.90909090909091,24.333333333333332,30,23,2.575757575757578,0.18476514589651155,0.6545454545454545,0.6546726636681659,correct_longer
414,25,24,1,,,,,,,,,insufficient_data
415,26,20,6,19.25,16.0,18.5,16.0,3.25,0.46237294611922614,0.6208333333333333,0.3468265867066467,correct_longer
445,27,1,26,,,,,,,,,insufficient_data
447,29,21,8,10.857142857142858,5.25,10,2.0,5.607142857142858,1.324246330471709,0.7678571428571429,0.0034982508745627187,correct_longer
45,27,25,2,8.76,1.0,9,1.0,7.76,2.9536678752828625,1.0,0.001999000499750125,correct_longer
466,25,5,20,11.2,10.65,11,10.5,0.5499999999999989,0.18143684336070318,0.58,0.7406296851574213,correct_longer
468,27,25,2,6.16,1.0,6,1.0,5.16,4.338739521276215,1.0,0.004997501249375313,correct_longer
485,27,7,20,57.714285714285715,18.2,32,15.5,39.51428571428572,1.270440789937486,0.8142857142857143,0.001999000499750125,correct_longer
49,27,26,1,,,,,,,,,insufficient_data
492,28,25,3,10.32,1.6666666666666667,11,1,8.653333333333334,4.597530030126973,1.0,0.0009995002498750624,correct_longer
495,30,16,14,16.5,10.142857142857142,17.0,12.0,6.357142857142858,1.3426412328691064,0.8526785714285714,0.0014992503748125937,correct_longer
52,29,26,3,13.73076923076923,4.333333333333333,13.0,4,9.397435897435898,3.193637885223262,1.0,0.0004997501249375312,correct_longer
522,28,18,10,32.166666666666664,21.6,34.5,25.0,10.566666666666663,1.0003645713382703,0.7861111111111111,0.020989505247376312,correct_longer
530,29,26,3,12.192307692307692,1.6666666666666667,12.0,1,10.525641025641026,4.046271944956568,0.9871794871794872,0.0004997501249375312,correct_longer
535,26,14,12,21.142857142857142,14.166666666666666,23.5,14.5,6.976190476190476,0.9787104995739269,0.75,0.022488755622188907,correct_longer
542,27,14,13,16.928571428571427,12.461538461538462,16.0,13,4.467032967032965,0.735505927563633,0.6868131868131868,0.07946026986506746,correct_longer
554,30,25,5,7.16,3.6,7,3,3.56,2.5983720462465287,0.904,0.0004997501249375312,correct_longer
561,29,22,7,12.727272727272727,7.571428571428571,12.0,7,5.1558441558441555,1.497455082421418,0.75,0.0034982508745627187,correct_longer
573,28,20,8,12.75,10.375,12.5,11.5,2.375,0.598352432268056,0.6,0.16591704147926037,correct_longer
605,26,13,13,18.53846153846154,255.23076923076923,19,18,-236.69230769230768,-0.5746806094609024,0.44970414201183434,0.28585707146426786,incorrect_longer
609,28,21,7,7.904761904761905,6.714285714285714,8,7,1.1904761904761907,0.3100794974001713,0.5952380952380952,0.5052473763118441,correct_longer
615,28,26,2,8.576923076923077,2.0,9.0,2.0,6.576923076923077,6.533574155152438,1.0,0.0029985007496251873,correct_longer
622,29,7,22,20.428571428571427,13.227272727272727,18,15.0,7.2012987012987,1.2029559713765474,0.8766233766233766,0.0074962518740629685,correct_longer
662,27,19,8,15.0,12.875,15,13.0,2.125,0.8951833052261613,0.6611842105263158,0.0544727636181909,correct_longer
68,27,17,10,11.470588235294118,10.8,12,11.0,0.670588235294117,0.14145601699021618,0.5235294117647059,0.7421289355322339,correct_longer
702,28,0,28,,,,,,,,,insufficient_data
715,26,2,24,3.0,12.291666666666666,3.0,12.5,-9.291666666666666,-1.719305848822472,0.07291666666666667,0.03498250874562719,incorrect_longer
716,27,23,4,21.0,15.25,22,16.5,5.75,1.5178955723768073,0.8152173913043478,0.01199400299850075,correct_longer
721,25,16,9,12.625,9.0,12.5,10,3.625,0.9752796205787786,0.7569444444444444,0.026486756621689155,correct_longer
740,27,1,26,,,,,,,,,insufficient_data
790,28,1,27,,,,,,,,,insufficient_data
804,26,0,26,,,,,,,,,insufficient_data
827,27,2,25,15.5,12.04,15.5,13,3.460000000000001,0.6103289533600599,0.77,0.41579210394802596,correct_longer
834,27,2,25,16.5,17.2,16.5,18,-0.6999999999999993,-0.09697932977223032,0.44,0.9055472263868066,incorrect_longer
839,25,19,6,14.736842105263158,11.333333333333334,15,12.0,3.4035087719298236,1.0979369930035696,0.7675438596491229,0.027486256871564217,correct_longer
840,27,14,13,17.071428571428573,15.692307692307692,17.0,15,1.3791208791208813,0.20425725090224386,0.49725274725274726,0.6431784107946027,correct_longer
842,27,16,11,17.6875,14.818181818181818,17.5,11,2.8693181818181817,0.43353783829302583,0.6278409090909091,0.28735632183908044,correct_longer
844,28,4,24,21.0,18.041666666666668,20.0,17.0,2.958333333333332,0.2946481526751998,0.578125,0.6046976511744128,correct_longer
851,26,3,23,22.333333333333332,12.73913043478261,23,13,9.594202898550723,1.9431169162322606,0.9492753623188406,0.00849575212393803,correct_longer
864,28,11,17,11.909090909090908,9.235294117647058,12,10,2.6737967914438503,0.6652839037469199,0.6657754010695187,0.10694652673663169,correct_longer
876,27,5,22,17.4,13.545454545454545,16,14.0,3.8545454545454536,0.6719460803682263,0.7,0.175912043978011,correct_longer
880,28,8,20,11.375,13.5,12.0,13.5,-2.125,-0.37681282657789206,0.384375,0.3638180909545227,incorrect_longer
887,27,12,15,10.916666666666666,9.6,11.0,10,1.3166666666666664,0.3836108718993345,0.6416666666666667,0.34332833583208394,correct_longer
899,27,1,26,,,,,,,,,insufficient_data
92,27,2,25,13.0,9.16,13.0,9,3.84,1.3463825122877147,0.89,0.10994502748625687,correct_longer
923,27,2,25,8.0,10.68,8.0,11,-2.6799999999999997,-0.7667289169313164,0.16,0.35332333833083457,incorrect_longer
944,28,1,27,,,,,,,,,insufficient_data
946,26,19,7,13.105263157894736,7.0,14,7,6.105263157894736,1.733226569956428,0.8571428571428571,0.0014992503748125937,correct_longer
950,26,22,4,13.636363636363637,10.0,13.5,9.5,3.6363636363636367,1.1197850219117087,0.75,0.06146926536731634,correct_longer
956,26,2,24,13.0,19.5,13.0,20.0,-6.5,-0.6692382674782157,0.3125,0.37231384307846077,incorrect_longer
983,27,25,2,13.2,9.5,13,9.5,3.6999999999999993,1.0567116342584486,0.51,0.15542228885557222,correct_longer
997,27,0,27,,,,,,,,,insufficient_data
